target_col,feature_label,split_type,split_id,model_name,task_type,n,p,n_train,n_test,model_params,test_spearman,test_pearson,test_r2,test_mae,test_rmse,train_spearman,train_pearson,train_r2,train_mae,train_rmse
foldchange_ABTS_activity_25C,onehot,random,3,ridge,regression,282,4860,226,56,{'alpha': 1.0},0.5438,0.4877,0.1904,0.5544,1.1022,0.8862,0.8587,0.7339,0.2954,0.5401
foldchange_ABTS_activity_25C,onehot,random,3,xgboost,regression,282,4860,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.598,0.3466,0.0682,0.576,1.1825,0.9612,0.9824,0.9632,0.1427,0.2008
foldchange_ABTS_activity_25C,onehot,random,4,rf,regression,282,4860,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6987,0.6119,-0.1541,0.5203,0.803,0.9663,0.9689,0.9151,0.1673,0.3351
foldchange_ABTS_activity_25C,onehot,random,4,ridge,regression,282,4860,226,56,{'alpha': 1.0},0.6395,0.5876,-0.184,0.5631,0.8134,0.8569,0.8378,0.6978,0.3336,0.6321
foldchange_ABTS_activity_25C,onehot,random,4,xgboost,regression,282,4860,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6877,0.618,-0.0869,0.4715,0.7793,0.9503,0.9836,0.9651,0.1409,0.2147
foldchange_ABTS_activity_25C,georgiev,random,0,rf,regression,282,4617,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7252,0.738,0.4661,0.3509,0.4812,0.967,0.9701,0.9061,0.1802,0.3577
foldchange_ABTS_activity_25C,georgiev,random,0,ridge,regression,282,4617,225,57,{'alpha': 1.0},0.7194,0.7518,0.3088,0.3883,0.5475,0.8491,0.815,0.6643,0.3286,0.6764
foldchange_ABTS_activity_25C,georgiev,random,0,xgboost,regression,282,4617,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7778,0.743,-0.1578,0.3658,0.7085,0.9563,0.9866,0.9712,0.1263,0.1979
foldchange_ABTS_activity_25C,georgiev,random,1,rf,regression,282,4617,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7758,0.8284,0.6583,0.395,0.5737,0.9698,0.9661,0.8953,0.1748,0.3583
foldchange_ABTS_activity_25C,georgiev,random,1,ridge,regression,282,4617,225,57,{'alpha': 1.0},0.7204,0.7852,0.5582,0.4623,0.6523,0.8558,0.8036,0.6457,0.3093,0.6589
foldchange_ABTS_activity_25C,georgiev,random,1,xgboost,regression,282,4617,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7769,0.755,0.5319,0.4325,0.6714,0.9572,0.9868,0.9722,0.1186,0.1846
foldchange_ABTS_activity_25C,georgiev,random,2,rf,regression,282,4617,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7213,0.7312,0.3769,0.4962,1.219,0.9666,0.9704,0.9146,0.1632,0.2735
foldchange_ABTS_activity_25C,georgiev,random,2,ridge,regression,282,4617,226,56,{'alpha': 1.0},0.6646,0.8085,0.5265,0.5292,1.0626,0.8795,0.8322,0.6925,0.2576,0.5191
foldchange_ABTS_activity_25C,georgiev,random,2,xgboost,regression,282,4617,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7174,0.6578,0.3404,0.505,1.2542,0.9526,0.9744,0.946,0.1381,0.2175
foldchange_ABTS_activity_25C,georgiev,random,3,rf,regression,282,4617,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.5602,0.4198,0.1533,0.5477,1.1272,0.9741,0.9703,0.9214,0.1545,0.2936
foldchange_ABTS_activity_25C,georgiev,random,3,ridge,regression,282,4617,226,56,{'alpha': 1.0},0.5651,0.4886,0.1789,0.5551,1.11,0.9082,0.8656,0.7492,0.2526,0.5243
foldchange_ABTS_activity_25C,georgiev,random,3,xgboost,regression,282,4617,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.5794,0.3396,0.0352,0.6081,1.2032,0.9694,0.9843,0.9676,0.1249,0.1885
foldchange_ABTS_activity_25C,georgiev,random,4,rf,regression,282,4617,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6374,0.5819,-0.2515,0.5456,0.8362,0.9635,0.9674,0.9119,0.1739,0.3412
foldchange_ABTS_activity_25C,georgiev,random,4,ridge,regression,282,4617,226,56,{'alpha': 1.0},0.6283,0.5587,-0.5691,0.6339,0.9363,0.8821,0.8468,0.717,0.2874,0.6117
foldchange_ABTS_activity_25C,georgiev,random,4,xgboost,regression,282,4617,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7671,0.647,-0.0117,0.4394,0.7518,0.9544,0.985,0.9686,0.1243,0.2037
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,0,rf,regression,282,4861,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6955,0.7845,0.6139,0.3189,0.4092,0.9655,0.9754,0.9144,0.1805,0.3416
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,0,ridge,regression,282,4861,225,57,{'alpha': 1.0},0.7359,0.798,0.4519,0.363,0.4875,0.8235,0.8083,0.6517,0.3721,0.6889
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,0,xgboost,regression,282,4861,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7213,0.7984,0.6271,0.2893,0.4021,0.9802,0.994,0.9863,0.0994,0.1365
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,1,rf,regression,282,4861,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6836,0.8088,0.6518,0.4122,0.5791,0.9596,0.9721,0.9015,0.174,0.3473
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,1,ridge,regression,282,4861,225,57,{'alpha': 1.0},0.6731,0.7875,0.5883,0.4506,0.6297,0.8305,0.7964,0.6321,0.3538,0.6715
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,1,xgboost,regression,282,4861,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6415,0.7173,0.5054,0.461,0.6902,0.977,0.9933,0.9855,0.0935,0.1335
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,2,rf,regression,282,4861,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.8301,0.8131,0.4554,0.4742,1.1396,0.9696,0.973,0.919,0.1574,0.2664
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,2,ridge,regression,282,4861,226,56,{'alpha': 1.0},0.7213,0.8135,0.5125,0.4997,1.0783,0.855,0.8224,0.6738,0.3063,0.5347
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,2,xgboost,regression,282,4861,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7448,0.7247,0.4024,0.5126,1.1938,0.9746,0.989,0.9752,0.1044,0.1475
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,3,rf,regression,282,4861,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6756,0.4841,0.2148,0.5316,1.0855,0.9742,0.9806,0.9376,0.1449,0.2616
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,3,ridge,regression,282,4861,226,56,{'alpha': 1.0},0.6004,0.507,0.2048,0.5522,1.0924,0.8863,0.8583,0.7346,0.2976,0.5394
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,3,xgboost,regression,282,4861,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6335,0.5057,0.2405,0.5289,1.0676,0.9803,0.9922,0.9832,0.0964,0.1356
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,4,rf,regression,282,4861,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7474,0.6698,0.3094,0.46,0.6212,0.9664,0.9769,0.9169,0.1722,0.3315
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,4,ridge,regression,282,4861,226,56,{'alpha': 1.0},0.6747,0.6136,-0.1602,0.5521,0.8051,0.8549,0.8371,0.6981,0.3375,0.6317
foldchange_ABTS_activity_25C,onehot_esm2_LLR,random,4,xgboost,regression,282,4861,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7585,0.6766,0.3239,0.4293,0.6146,0.9758,0.9928,0.9841,0.1033,0.1451
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,0,rf,regression,282,4861,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7644,0.8283,0.591,0.3015,0.4211,0.9694,0.9737,0.9167,0.1701,0.3369
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,0,ridge,regression,282,4861,225,57,{'alpha': 1.0},0.7508,0.8073,0.4724,0.3541,0.4783,0.8238,0.8083,0.6517,0.3727,0.689
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,0,xgboost,regression,282,4861,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7415,0.7483,0.2657,0.3493,0.5643,0.9811,0.9947,0.9878,0.0971,0.1287
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,1,rf,regression,282,4861,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6688,0.8207,0.656,0.4481,0.5755,0.9684,0.9688,0.9071,0.1601,0.3374
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,1,ridge,regression,282,4861,225,57,{'alpha': 1.0},0.7101,0.789,0.5919,0.4441,0.6269,0.8331,0.7967,0.6325,0.353,0.6711
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,1,xgboost,regression,282,4861,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6727,0.6964,0.2447,0.5173,0.8529,0.9791,0.994,0.9869,0.0902,0.1266
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,2,rf,regression,282,4861,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.8165,0.8014,0.4368,0.4716,1.1589,0.9675,0.9745,0.9232,0.1545,0.2594
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,2,ridge,regression,282,4861,226,56,{'alpha': 1.0},0.7162,0.8067,0.5081,0.5144,1.0831,0.8565,0.8225,0.6742,0.3055,0.5344
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,2,xgboost,regression,282,4861,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.8314,0.7816,0.4423,0.4634,1.1533,0.9811,0.9907,0.9793,0.0984,0.1346
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,3,rf,regression,282,4861,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6974,0.5177,0.2412,0.4986,1.0671,0.9731,0.9789,0.9361,0.1444,0.2646
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,3,ridge,regression,282,4861,226,56,{'alpha': 1.0},0.6102,0.5068,0.2019,0.5566,1.0944,0.8873,0.8586,0.7352,0.2956,0.5388
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,3,xgboost,regression,282,4861,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6929,0.5235,0.2483,0.4987,1.0621,0.9829,0.9938,0.9869,0.0891,0.12
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,4,rf,regression,282,4861,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7627,0.6578,0.0801,0.4706,0.7169,0.9679,0.9719,0.918,0.1741,0.3293
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,4,ridge,regression,282,4861,226,56,{'alpha': 1.0},0.6979,0.6156,-0.1506,0.5488,0.8018,0.857,0.8373,0.6984,0.3359,0.6314
foldchange_ABTS_activity_25C,onehot_esmc_LLR,random,4,xgboost,regression,282,4861,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.744,0.6206,-0.118,0.5053,0.7903,0.9827,0.9949,0.9887,0.0929,0.1222
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,0,rf,regression,282,1280,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6491,0.6645,0.1315,0.3999,0.6137,0.9642,0.9736,0.9053,0.2049,0.3593
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,0,ridge,regression,282,1280,225,57,{'alpha': 1.0},0.5267,0.5835,0.1333,0.4874,0.613,0.5097,0.5816,0.1122,0.6493,1.0999
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,0,xgboost,regression,282,1280,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6039,0.654,-0.1033,0.4215,0.6917,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,1,rf,regression,282,1280,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.5383,0.6659,0.4356,0.5501,0.7373,0.9673,0.9688,0.8998,0.186,0.3504
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,1,ridge,regression,282,1280,225,57,{'alpha': 1.0},0.3785,0.6044,0.0742,0.6226,0.9442,0.5224,0.5521,0.1111,0.5955,1.0436
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,1,xgboost,regression,282,1280,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.5324,0.6076,0.3277,0.5605,0.8046,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,2,rf,regression,282,1280,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6131,0.7748,0.3593,0.557,1.2361,0.9694,0.9758,0.9115,0.1777,0.2785
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,2,ridge,regression,282,1280,226,56,{'alpha': 1.0},0.4773,0.641,0.0711,0.7147,1.4884,0.5522,0.5589,0.1023,0.587,0.887
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,2,xgboost,regression,282,1280,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6812,0.7824,0.4118,0.5348,1.1844,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,3,rf,regression,282,1280,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.5751,0.4736,0.1999,0.5756,1.0957,0.9692,0.9804,0.9141,0.1791,0.3068
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,3,ridge,regression,282,1280,226,56,{'alpha': 1.0},0.4533,0.4598,0.0765,0.6822,1.1772,0.5291,0.5806,0.1146,0.5893,0.9852
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,3,xgboost,regression,282,1280,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6059,0.3774,-0.1664,0.6708,1.323,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,4,rf,regression,282,1280,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6809,0.618,0.0684,0.5094,0.7215,0.9468,0.9706,0.907,0.1945,0.3507
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,4,ridge,regression,282,1280,226,56,{'alpha': 1.0},0.5625,0.5722,0.1026,0.5683,0.7081,0.4701,0.5781,0.1068,0.6328,1.0867
foldchange_ABTS_activity_25C,esm2_seq_embeddings,random,4,xgboost,regression,282,1280,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7307,0.669,0.1538,0.4628,0.6876,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,0,rf,regression,282,1152,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6947,0.7077,0.0675,0.4063,0.6359,0.9622,0.9722,0.9081,0.197,0.3539
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,0,ridge,regression,282,1152,225,57,{'alpha': 1.0},0.5358,0.3054,-7.8673,1.0443,1.9609,0.9528,0.9718,0.943,0.1568,0.2787
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,0,xgboost,regression,282,1152,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6904,0.5684,-0.9235,0.4782,0.9133,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,1,rf,regression,282,1152,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.479,0.685,0.4613,0.5239,0.7202,0.9501,0.9649,0.8953,0.1858,0.3582
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,1,ridge,regression,282,1152,225,57,{'alpha': 1.0},0.2506,0.2937,-2.7666,1.1902,1.9045,0.9615,0.974,0.9469,0.1443,0.255
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,1,xgboost,regression,282,1152,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.4774,0.7101,0.4932,0.4822,0.6986,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,2,rf,regression,282,1152,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7034,0.8093,0.4194,0.4911,1.1767,0.9645,0.9727,0.9096,0.1744,0.2815
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,2,ridge,regression,282,1152,226,56,{'alpha': 1.0},0.4687,0.3445,-2.1514,1.4577,2.7415,0.9642,0.9695,0.9387,0.1358,0.2318
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,2,xgboost,regression,282,1152,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7015,0.8023,0.5347,0.4891,1.0535,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,3,rf,regression,282,1152,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6028,0.4948,0.2426,0.5485,1.0661,0.9508,0.9692,0.9081,0.1809,0.3175
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,3,ridge,regression,282,1152,226,56,{'alpha': 1.0},0.2427,0.0699,-2.164,1.1849,2.179,0.9719,0.9711,0.9423,0.1336,0.2514
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,3,xgboost,regression,282,1152,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.5309,0.4081,0.1372,0.5783,1.1379,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,4,rf,regression,282,1152,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6189,0.4877,-0.3407,0.5762,0.8655,0.9681,0.9753,0.9167,0.1819,0.3319
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,4,ridge,regression,282,1152,226,56,{'alpha': 1.0},0.6098,0.5456,-1.6996,0.7765,1.2281,0.9644,0.9768,0.9533,0.1379,0.2485
foldchange_ABTS_activity_25C,esmc_seq_embeddings,random,4,xgboost,regression,282,1152,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6062,0.3702,-2.0987,0.6185,1.3158,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,0,rf,regression,282,1281,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6319,0.6683,0.1534,0.3958,0.6059,0.963,0.9731,0.903,0.2075,0.3636
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,0,ridge,regression,282,1281,225,57,{'alpha': 1.0},0.5205,0.5599,0.0548,0.5263,0.6402,0.5117,0.5363,0.2853,0.6059,0.9869
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,0,xgboost,regression,282,1281,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.5964,0.6505,-0.0842,0.4231,0.6857,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,1,rf,regression,282,1281,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.5456,0.6809,0.4501,0.5463,0.7277,0.967,0.9675,0.897,0.1868,0.3552
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,1,ridge,regression,282,1281,225,57,{'alpha': 1.0},0.3555,0.5668,0.2986,0.6135,0.8218,0.5429,0.5235,0.2701,0.5439,0.9457
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,1,xgboost,regression,282,1281,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.5707,0.6131,0.3315,0.5533,0.8024,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,2,rf,regression,282,1281,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6163,0.776,0.3656,0.5507,1.23,0.969,0.9758,0.9127,0.1761,0.2767
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,2,ridge,regression,282,1281,226,56,{'alpha': 1.0},0.5928,0.5779,0.247,0.6259,1.3401,0.4933,0.5228,0.2705,0.5373,0.7996
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,2,xgboost,regression,282,1281,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6824,0.7823,0.4116,0.5349,1.1846,1.0,1.0,1.0,0.0003,0.0005
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,3,rf,regression,282,1281,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.5968,0.4762,0.2036,0.5695,1.0932,0.9704,0.9811,0.9155,0.1766,0.3043
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,3,ridge,regression,282,1281,226,56,{'alpha': 1.0},0.3781,0.445,0.1841,0.6568,1.1065,0.5402,0.5527,0.3025,0.5406,0.8744
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,3,xgboost,regression,282,1281,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6208,0.4018,-0.0544,0.6479,1.2579,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,4,rf,regression,282,1281,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6703,0.619,0.0695,0.5092,0.721,0.9472,0.9699,0.9063,0.1965,0.3519
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,4,ridge,regression,282,1281,226,56,{'alpha': 1.0},0.6275,0.644,0.3897,0.4371,0.5839,0.4739,0.523,0.2683,0.6012,0.9835
foldchange_ABTS_activity_25C,esm2_seq_embeddings_LLR,random,4,xgboost,regression,282,1281,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.7307,0.6693,0.1561,0.4617,0.6867,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,0,rf,regression,282,1153,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7098,0.7156,0.0681,0.4032,0.6357,0.9615,0.9706,0.9077,0.2,0.3547
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,0,ridge,regression,282,1153,225,57,{'alpha': 1.0},0.5305,0.3071,-7.966,1.0413,1.9718,0.9527,0.9718,0.943,0.157,0.2787
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,0,xgboost,regression,282,1153,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6712,0.6795,-0.4418,0.4559,0.7907,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,1,rf,regression,282,1153,225,57,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.4896,0.6907,0.4687,0.5198,0.7153,0.9501,0.9652,0.8943,0.1866,0.3598
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,1,ridge,regression,282,1153,225,57,{'alpha': 1.0},0.2484,0.2956,-2.8,1.1938,1.913,0.9612,0.9741,0.947,0.1443,0.2549
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,1,xgboost,regression,282,1153,225,57,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.49,0.7141,0.4974,0.4821,0.6957,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,2,rf,regression,282,1153,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.7139,0.813,0.4226,0.4917,1.1734,0.9642,0.9722,0.9094,0.1742,0.2818
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,2,ridge,regression,282,1153,226,56,{'alpha': 1.0},0.4739,0.344,-2.1882,1.4653,2.7575,0.9643,0.9695,0.9387,0.1358,0.2317
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,2,xgboost,regression,282,1153,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6991,0.8071,0.5389,0.4883,1.0487,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,3,rf,regression,282,1153,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6216,0.501,0.2483,0.5422,1.0621,0.9523,0.9686,0.9078,0.1826,0.3179
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,3,ridge,regression,282,1153,226,56,{'alpha': 1.0},0.248,0.0767,-2.1123,1.1901,2.1611,0.9719,0.9711,0.9423,0.1336,0.2514
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,3,xgboost,regression,282,1153,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.5422,0.4113,0.1407,0.5822,1.1356,1.0,1.0,1.0,0.0003,0.0004
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,4,rf,regression,282,1153,226,56,"{'n_estimators': 300, 'random_state': 42, 'n_jobs': -1}",0.6148,0.4864,-0.3715,0.5795,0.8754,0.9687,0.9748,0.9152,0.1822,0.3348
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,4,ridge,regression,282,1153,226,56,{'alpha': 1.0},0.645,0.56,-1.5811,0.7628,1.2009,0.9641,0.9768,0.9534,0.1378,0.2481
foldchange_ABTS_activity_25C,esmc_seq_embeddings_LLR,random,4,xgboost,regression,282,1153,226,56,"{'n_estimators': 400, 'learning_rate': 0.05, 'max_depth': 6, 'random_state': 42}",0.6519,0.3827,-2.0448,0.5991,1.3043,1.0,1.0,1.0,0.0003,0.0004
